Date,Open,High,Low,Close,Volume,Adj Close,,,Ticker,spy
14/09/2016,213.289993,214.699997,212.5,213.149994,134185500,210.836018,,,,
13/09/2016,214.839996,215.149994,212.5,213.229996,182828800,210.915151,,,,
12/09/2016,212.389999,216.809998,212.309998,216.339996,168110900,213.991389,,,,
09/09/2016,216.970001,217.029999,213.25,213.279999,221589100,210.964611,,,,
08/09/2016,218.619995,218.940002,218.149994,218.509995,74102900,216.13783,,,,
07/09/2016,218.839996,219.220001,218.300003,219.009995,76554900,216.632402,,,,
06/09/2016,218.699997,219.119995,217.860001,219.029999,56702100,216.652189,,,,
02/09/2016,218.389999,218.869995,217.699997,218.369995,79293900,215.99935,,,,
01/09/2016,217.369995,217.729996,216.029999,217.389999,97844200,215.029994,,,,
31/08/2016,217.610001,217.75,216.470001,217.380005,85269500,215.020108,,,,
30/08/2016,218.259995,218.589996,217.350006,218,58114500,215.633372,,,,
29/08/2016,217.440002,218.669998,217.399994,218.360001,70502200,215.989464,,,,
26/08/2016,217.919998,219.119995,216.25,217.289993,122506300,214.931073,,,,
25/08/2016,217.399994,218.190002,217.220001,217.699997,69224800,215.336626,,,,
24/08/2016,218.800003,218.910004,217.360001,217.850006,71728900,215.485006,,,,
23/08/2016,219.25,219.600006,218.899994,218.970001,53399200,216.592843,,,,
22/08/2016,218.259995,218.800003,217.830002,218.529999,61368800,216.157617,,,,
19/08/2016,218.309998,218.75,217.740005,218.539993,75443000,216.167503,,,,
18/08/2016,218.339996,218.899994,218.210007,218.860001,52989300,216.484036,,,,
17/08/2016,218,218.529999,217.020004,218.369995,75134300,215.99935,,,,
16/08/2016,218.600006,218.679993,217.960007,217.960007,53213600,215.593813,,,,
15/08/2016,218.889999,219.5,218.880005,219.089996,49813500,216.711535,,,,
12/08/2016,218.289993,218.710007,217.990005,218.460007,61313500,216.088385,,,,
11/08/2016,218.259995,218.940002,217.949997,218.649994,72504300,216.276309,,,,
10/08/2016,218.309998,218.399994,217.229996,217.639999,57941100,215.27728,,,,
09/08/2016,218.130005,218.759995,217.800003,218.179993,51251700,215.811411,,,,
08/08/2016,218.399994,218.520004,217.740005,218.050003,39906500,215.682832,,,,
05/08/2016,216.410004,218.229996,216.410004,218.179993,71892200,215.811411,,,,
04/08/2016,216.309998,216.779999,214.25,216.410004,46585500,214.060637,,,,
03/08/2016,215.479996,216.25,215.130005,216.179993,53993600,213.833123,,,,
02/08/2016,216.649994,216.830002,214.570007,215.550003,92295500,213.209972,,,,
01/08/2016,217.190002,217.649994,216.410004,216.940002,73311400,214.584882,,,,
29/07/2016,216.460007,217.539993,216.130005,217.119995,79519400,214.76292,,,,
28/07/2016,216.289993,217.110001,215.75,216.770004,65035700,214.416729,,,,
27/07/2016,217.190002,217.270004,215.619995,216.520004,84083900,214.169443,,,,
26/07/2016,216.529999,217.169998,215.759995,216.75,70080500,214.396942,,,,
25/07/2016,217,217.059998,215.970001,216.649994,55873100,214.298022,,,,
22/07/2016,216.410004,217.300003,216.100006,217.240005,62787500,214.881628,,,,
21/07/2016,216.960007,217.220001,215.75,216.270004,67777300,213.922157,,,,
20/07/2016,216.190002,217.369995,216.190002,217.089996,58159500,214.733247,,,,
19/07/2016,215.919998,216.229996,215.630005,216.190002,54345700,213.843024,,,,
18/07/2016,215.970001,216.600006,215.669998,216.410004,58725900,214.060637,,,,
15/07/2016,216.779999,217.009995,215.309998,215.830002,107155400,213.486931,,,,
14/07/2016,216.399994,216.669998,215.660004,216.119995,91230900,213.773777,,,,
13/07/2016,215.440002,215.449997,214.350006,214.919998,87324100,212.586807,,,,
12/07/2016,214.529999,215.300003,213.429993,214.949997,101275600,212.61648,,,,
11/07/2016,213.190002,214.070007,212.949997,213.399994,73633900,211.083304,,,,
08/07/2016,211.050003,212.940002,210.779999,212.649994,133971000,210.341446,,,,
07/07/2016,209.869995,210.649994,208.630005,209.529999,85593800,207.255322,,,,
06/07/2016,207.830002,209.800003,207.059998,209.660004,96021500,207.383915,,,,
05/07/2016,208.949997,209.080002,207.710007,208.410004,109803700,206.147485,,,,
01/07/2016,209.479996,210.490005,209.289993,209.919998,106055300,207.641087,,,,
30/06/2016,207.210007,209.539993,206.559998,209.479996,165021900,207.205862,,,,
29/06/2016,204.839996,206.929993,204.720001,206.660004,137328600,204.416484,,,,
28/06/2016,201.479996,203.229996,201.119995,203.199997,159382400,200.994039,,,,
27/06/2016,201.589996,201.600006,198.649994,199.600006,230775800,197.43313,,,,
24/06/2016,203.630005,210.850006,202.720001,203.240005,333444400,201.033613,,,,
23/06/2016,209.809998,210.869995,209.270004,210.809998,102731400,208.521425,,,,
22/06/2016,208.649994,209.5,207.929993,208.100006,95560500,205.840853,,,,
21/06/2016,208.300003,208.919998,207.779999,208.440002,72461700,206.177159,,,,
20/06/2016,208.820007,209.610001,207.75,207.850006,82789600,205.593567,,,,
17/06/2016,207.169998,207.199997,205.75,206.520004,117055700,204.278004,,,,
16/06/2016,207.75,208.570007,205.589996,208.369995,149533100,205.04162,,,,
15/06/2016,208.039993,209.360001,207.529999,207.75,109124500,204.431528,,,,
14/06/2016,208,208.740005,206.919998,208.039993,125059300,204.71689,,,,
13/06/2016,209.360001,210.369995,208.350006,208.449997,117751200,205.120344,,,,
10/06/2016,210.460007,210.860001,209.429993,210.070007,113829200,206.714477,,,,
09/06/2016,211.509995,212.220001,211.190002,212.080002,73786900,208.692365,,,,
08/06/2016,211.839996,212.520004,211.690002,212.369995,66170900,208.977727,,,,
07/06/2016,211.529999,212.339996,211.5,211.679993,60974800,208.298746,,,,
06/06/2016,210.699997,211.770004,210.509995,211.350006,64887000,207.97403,,,,
03/06/2016,210.25,210.690002,208.860001,210.279999,101757100,206.921115,,,,
02/06/2016,209.800003,210.929993,209.240005,210.910004,63044700,207.541056,,,,
01/06/2016,209.119995,210.479996,208.889999,210.270004,69936200,206.91128,,,,
31/05/2016,210.559998,210.690002,209.179993,209.839996,109879400,206.48814,,,,
27/05/2016,209.529999,210.25,209.470001,210.240005,59329000,206.88176,,,,
26/05/2016,209.440002,209.710007,208.970001,209.339996,55280700,205.996127,,,,
25/05/2016,208.669998,209.770004,207.869995,209.279999,76621400,205.937088,,,,
24/05/2016,206.169998,208.240005,206.139999,207.869995,93537800,204.549607,,,,
23/05/2016,205.509995,205.839996,204.990005,205.210007,58682600,201.932107,,,,
20/05/2016,204.919998,206.100006,204.860001,205.490005,104990400,202.207634,,,,
19/05/2016,204.059998,204.539993,202.779999,204.199997,115430500,200.938231,,,,
18/05/2016,204.440002,206.300003,203.630005,204.910004,120062100,201.636896,,,,
17/05/2016,206.460007,206.800003,204.229996,204.850006,114924900,201.577857,,,,
16/05/2016,204.960007,207.339996,204.889999,206.779999,77486800,203.477021,,,,
13/05/2016,206.210007,206.860001,204.380005,204.759995,96474600,201.489283,,,,
12/05/2016,207.289993,207.490005,205.369995,206.559998,89586300,203.260534,,,,
11/05/2016,207.910004,208.539993,206.5,206.5,81727000,203.201495,,,,
10/05/2016,206.720001,208.470001,206.639999,208.449997,77472200,205.120344,,,,
09/05/2016,205.570007,206.399994,205.360001,205.889999,74374900,202.601238,,,,
06/05/2016,204.059998,205.770004,203.880005,205.720001,83784900,202.433956,,,,
05/05/2016,205.559998,205.979996,204.470001,204.970001,67619200,201.695936,,,,
04/05/2016,204.990005,205.850006,204.419998,205.009995,92243800,201.73529,,,,
03/05/2016,206.520004,206.800003,205.279999,206.160004,101267500,202.86693,,,,
02/05/2016,206.919998,208.179993,206.410004,207.970001,62188000,204.648015,,,,
29/04/2016,206.720001,207.130005,205.029999,206.330002,142424100,203.034212,,,,
28/04/2016,208.460007,209.759995,206.960007,207.449997,97216200,204.136317,,,,
27/04/2016,208.470001,209.809998,208.050003,209.350006,77329400,206.005977,,,,
26/04/2016,209.039993,209.520004,208.360001,208.919998,75864200,205.582838,,,,
25/04/2016,208.259995,208.660004,207.539993,208.610001,66166500,205.277792,,,,
22/04/2016,208.550003,209.289993,207.910004,208.970001,99251700,205.632042,,,,
21/04/2016,210.119995,210.25,208.649994,208.970001,85695000,205.632042,,,,
20/04/2016,209.949997,210.919998,209.389999,210.100006,81100300,206.743997,,,,
19/04/2016,209.740005,210.199997,208.940002,209.899994,88316100,206.54718,,,,
18/04/2016,207.779999,209.279999,207,209.240005,75277700,205.897733,,,,
15/04/2016,208.009995,208.169998,207.399994,207.779999,75761600,204.461048,,,,
14/04/2016,208.070007,208.600006,207.600006,208.009995,65212900,204.68737,,,,
13/04/2016,207,208.100006,206.839996,208,96336400,204.677535,,,,
12/04/2016,204.220001,206.25,203.699997,205.919998,115350600,202.630758,,,,
11/04/2016,205.25,206.070007,203.910004,204.020004,83757500,200.761113,,,,
08/04/2016,205.339996,205.850006,203.869995,204.5,95040600,201.233442,,,,
07/04/2016,205.139999,205.559998,203.089996,203.949997,113859000,200.692224,,,,
06/04/2016,204.190002,206.490005,203.979996,206.419998,91839800,203.122771,,,,
05/04/2016,204.669998,206.259995,203.889999,204.190002,99662200,200.928396,,,,
04/04/2016,206.830002,207.070007,205.889999,206.25,63497000,202.955488,,,,
01/04/2016,204.350006,207.139999,203.979996,206.919998,114423500,203.614785,,,,
31/03/2016,205.910004,206.410004,205.330002,205.520004,94584100,202.237153,,,,
30/03/2016,206.300003,206.869995,205.589996,206.020004,86365300,202.729167,,,,
29/03/2016,202.759995,205.25,202.399994,205.119995,92922900,201.843534,,,,
28/03/2016,203.610001,203.860001,202.710007,203.240005,62408200,199.993574,,,,
24/03/2016,202,203.160004,201.740005,203.119995,84360900,199.87548,,,,
23/03/2016,204.110001,204.330002,203.009995,203.210007,81052500,199.964054,,,,
22/03/2016,203.759995,205.229996,203.570007,204.559998,97471900,201.292481,,,,
21/03/2016,204.070007,204.940002,203.800003,204.669998,72926700,201.400725,,,,
18/03/2016,204.169998,204.779999,203.800003,204.380005,138372400,201.115364,,,,
17/03/2016,203.240005,205.229996,202.770004,204.630005,134278500,200.328134,,,,
16/03/2016,201.600006,203.820007,201.550003,203.339996,129303200,199.065245,,,,
15/03/2016,201.360001,202.529999,201.050003,202.169998,93169100,197.919844,,,,
14/03/2016,202.160004,203.039993,201.770004,202.5,73612000,198.242908,,,,
11/03/2016,201.259995,202.809998,199.520004,202.759995,137964500,198.497437,,,,
10/03/2016,199.960007,201.070007,197.380005,199.539993,156838700,195.345128,,,,
09/03/2016,199.360001,199.789993,198.429993,199.380005,94801200,195.188503,,,,
08/03/2016,199.320007,199.919998,198.210007,198.399994,123974900,194.229095,,,,
07/03/2016,199.339996,201.070007,199.25,200.589996,100219000,196.373058,,,,
04/03/2016,200.009995,201.350006,199.029999,200.429993,129293600,196.216418,,,,
03/03/2016,198.789993,199.800003,198.110001,199.779999,95172200,195.580088,,,,
02/03/2016,197.740005,199.059998,197.25,199,102415000,194.816487,,,,
01/03/2016,195.009995,198.210007,194.449997,198.110001,141799700,193.945198,,,,
29/02/2016,195.110001,196.229996,193.330002,193.559998,125918100,189.490848,,,,
26/02/2016,196.570007,196.679993,194.899994,195.089996,129833700,190.988682,,,,
25/02/2016,193.729996,195.550003,192.830002,195.539993,110728300,191.429219,,,,
24/02/2016,190.630005,193.529999,189.320007,193.199997,150812200,189.138416,,,,
23/02/2016,194,194.320007,192.179993,192.320007,111455300,188.276926,,,,
22/02/2016,193.869995,194.949997,193.789993,194.779999,103640300,190.685202,,,,
19/02/2016,191.169998,192.179993,190.449997,192,114793000,187.963646,,,,
18/02/2016,193.199997,193.270004,191.720001,192.089996,102343000,188.05175,,,,
17/02/2016,191.160004,193.320007,191.009995,192.880005,136009500,188.825151,,,,
16/02/2016,188.770004,189.809998,187.630005,189.779999,120250700,185.790315,,,,
12/02/2016,184.960007,186.649994,183.960007,186.630005,127632400,182.706542,,,,
11/02/2016,182.339996,184.100006,181.089996,182.860001,219058900,179.015794,,,,
10/02/2016,186.410004,188.339996,185.119995,185.270004,148214100,181.375133,,,,
09/02/2016,183.360001,186.940002,183.199997,185.429993,184513100,181.531758,,,,
08/02/2016,185.770004,186.119995,182.800003,185.419998,191526700,181.521973,,,,
05/02/2016,190.990005,191.669998,187.199997,187.949997,180788300,183.998785,,,,
04/02/2016,190.710007,192.75,189.960007,191.600006,139531800,187.572061,,,,
03/02/2016,191.410004,191.779999,187.100006,191.300003,205054900,187.278365,,,,
02/02/2016,191.960007,191.970001,189.539993,190.160004,182564900,186.162331,,,,
01/02/2016,192.529999,194.580002,191.839996,193.649994,136061600,189.578953,,,,
29/01/2016,190.020004,193.880005,189.880005,193.720001,210529300,189.647488,,,,
28/01/2016,189.960007,190.199997,187.160004,189.110001,143798800,185.134402,,,,
27/01/2016,189.580002,191.559998,187.059998,188.130005,185681700,184.175008,,,,
26/01/2016,188.419998,190.529999,188.020004,190.199997,141036800,186.201484,,,,
25/01/2016,189.919998,190.149994,187.410004,187.639999,130371700,183.695304,,,,
22/01/2016,189.779999,190.759995,188.880005,190.520004,168319600,186.514764,,,,
21/01/2016,186.210007,188.869995,184.639999,186.690002,195772900,182.765279,,,,
20/01/2016,185.029999,187.5,181.020004,185.649994,286547800,181.747134,,,,
19/01/2016,189.960007,190.110001,186.199997,188.059998,195244400,184.106473,,,,
15/01/2016,186.770004,188.759995,185.520004,187.809998,314240200,183.861729,,,,
14/01/2016,189.550003,193.259995,187.660004,191.929993,240795600,187.89511,,,,
13/01/2016,194.449997,194.860001,188.380005,188.830002,221168900,184.86029,,,,
12/01/2016,193.820007,194.550003,191.139999,193.660004,172330500,189.588752,,,,
11/01/2016,193.009995,193.410004,189.820007,192.110001,187941300,188.071334,,,,
08/01/2016,195.190002,195.850006,191.580002,191.919998,209817200,187.885326,,,,
07/01/2016,195.330002,197.440002,193.589996,194.050003,213436100,189.970552,,,,
06/01/2016,198.339996,200.059998,197.600006,198.820007,152112600,194.640278,,,,
05/01/2016,201.399994,201.899994,200.050003,201.360001,110845800,197.126874,,,,
04/01/2016,200.490005,201.029999,198.589996,201.020004,222353500,196.794026,,,,
31/12/2015,205.130005,205.889999,203.869995,203.869995,102929500,199.584102,,,,
30/12/2015,207.110001,207.210007,205.759995,205.929993,63317700,201.600793,,,,
29/12/2015,206.509995,207.789993,206.470001,207.399994,92640700,203.039891,,,,
28/12/2015,204.860001,205.259995,203.940002,205.210007,65899900,200.895943,,,,
24/12/2015,205.720001,206.330002,205.419998,205.679993,48539600,201.356049,,,,
23/12/2015,204.690002,206.070007,204.580002,206.020004,110987200,201.688912,,,,
22/12/2015,202.720001,203.850006,201.550003,203.5,111026200,199.221885,,,,
21/12/2015,201.410004,201.880005,200.089996,201.669998,99094300,197.430355,,,,
18/12/2015,202.770004,202.929993,199.830002,200.020004,251393500,195.815048,,,,
17/12/2015,208.399994,208.479996,204.839996,204.860001,173092500,199.366778,,,,
16/12/2015,206.369995,208.389999,204.800003,208.029999,197017000,202.451774,,,,
15/12/2015,204.699997,206.110001,202.869995,205.029999,154069600,199.532218,,,,
14/12/2015,202.070007,203.050003,199.949997,202.899994,182385200,197.459328,,,,
11/12/2015,203.350006,204.139999,201.509995,201.880005,211173300,196.466689,,,,
10/12/2015,205.419998,207.429993,205.139999,205.869995,115196800,200.34969,,,,
09/12/2015,206.190002,208.679993,204.179993,205.339996,162401500,199.833903,,,,
08/12/2015,206.490005,208.289993,205.779999,206.949997,103372400,201.400732,,,,
07/12/2015,209.229996,209.729996,207.199997,208.350006,102027100,202.763201,,,,
04/12/2015,205.610001,209.970001,205.610001,209.619995,192913900,203.999135,,,,
03/12/2015,208.830002,209.149994,204.75,205.610001,166224200,200.096667,,,,
02/12/2015,210.619995,211,208.229996,208.529999,108441300,202.938367,,,,
01/12/2015,209.440002,210.820007,209.110001,210.679993,97858400,205.03071,,,,
30/11/2015,209.75,209.889999,208.559998,208.690002,112822700,203.09408,,,,
27/11/2015,209.429993,209.800003,208.860001,209.559998,37317800,203.940747,,,,
25/11/2015,209.5,209.740005,209.009995,209.320007,51980100,203.707192,,,,
24/11/2015,207.869995,209.830002,207.410004,209.350006,98874400,203.736386,,,,
23/11/2015,209.380005,209.979996,208.520004,209.070007,64931200,203.463895,,,,
20/11/2015,209.449997,210.119995,208.860001,209.309998,94011500,203.69745,,,,
19/11/2015,208.589996,209.050003,208.199997,208.550003,88220500,202.957835,,,,
18/11/2015,206.039993,208.899994,205.990005,208.729996,121342500,203.133001,,,,
17/11/2015,205.990005,207.039993,204.880005,205.470001,121123700,199.960422,,,,
16/11/2015,202.320007,205.690002,202.179993,205.619995,117645200,200.106394,,,,
13/11/2015,204.350006,204.669998,202.440002,202.539993,153577100,197.108981,,,,
12/11/2015,206.5,207.059998,204.820007,204.839996,121315200,199.34731,,,,
11/11/2015,208.880005,208.940002,207.660004,207.740005,67846000,202.169557,,,,
10/11/2015,207.509995,208.600006,207.190002,208.559998,75874600,202.967561,,,,
09/11/2015,209.309998,209.490005,206.949997,208.080002,131008700,202.500436,,,,
06/11/2015,209.740005,210.320007,208.460007,210.039993,110471500,204.407872,,,,
05/11/2015,210.429993,210.979996,209.089996,210.149994,78408700,204.514923,,,,
04/11/2015,211.350006,211.5,209.720001,210.360001,96224500,204.719298,,,,
03/11/2015,209.970001,211.660004,209.699997,211,95246100,205.342136,,,,
02/11/2015,208.320007,210.619995,208.169998,210.389999,86270800,204.748492,,,,
30/10/2015,209.059998,209.440002,207.740005,207.929993,131076900,202.35445,,,,
29/10/2015,208.350006,209.270004,208.210007,208.830002,90525500,203.230325,,,,
28/10/2015,207,208.979996,206.210007,208.949997,135906700,203.347103,,,,
27/10/2015,206.199997,207,205.789993,206.600006,77905800,201.060126,,,,
26/10/2015,207.300003,207.369995,206.559998,207,69033000,201.449394,,,,
23/10/2015,207.25,207.949997,206.300003,207.509995,144442300,201.945714,,,,
22/10/2015,202.979996,205.509995,201.850006,205.259995,174911700,199.756046,,,,
21/10/2015,203.610001,203.789993,201.649994,201.850006,102038000,196.437495,,,,
20/10/2015,202.850006,203.839996,202.550003,203.110001,78448500,197.663703,,,,
19/10/2015,202.5,203.369995,202.130005,203.369995,76523900,197.916726,,,,
16/10/2015,202.830002,203.289993,201.919998,203.270004,114580100,197.819417,,,,
15/10/2015,200.080002,202.360001,199.639999,202.350006,134142200,196.924088,,,,
14/10/2015,200.179993,200.869995,198.940002,199.289993,99106200,193.946128,,,,
13/10/2015,200.649994,202.160004,200.050003,200.25,88038700,194.880392,,,,
12/10/2015,201.419998,201.759995,200.910004,201.520004,56395600,196.116342,,,,
09/10/2015,201.380005,201.899994,200.580002,201.330002,107069200,195.931434,,,,
08/10/2015,198.949997,201.550003,198.589996,201.210007,153055200,195.814657,,,,
07/10/2015,198.899994,199.830002,197.479996,199.410004,124307300,194.06292,,,,
06/10/2015,198.309998,198.979996,197,197.789993,110274500,192.486349,,,,
05/10/2015,196.460007,198.740005,196.330002,198.470001,126320800,193.148123,,,,
02/10/2015,189.770004,195.029999,189.119995,195,211003300,189.771169,,,,
01/10/2015,192.080002,192.490005,189.820007,192.130005,131079000,186.978131,,,,
30/09/2015,190.369995,191.830002,189.440002,191.630005,163452000,186.491538,,,,
29/09/2015,188.270004,189.740005,186.929993,188.119995,159045600,183.075648,,,,
28/09/2015,191.779999,191.910004,187.639999,188.009995,178515900,182.968597,,,,
25/09/2015,194.639999,195,191.809998,192.850006,155054800,187.678826,,,,
24/09/2015,192.149994,193.449997,190.559998,192.899994,159378800,187.727473,,,,
23/09/2015,194.110001,194.669998,192.910004,193.600006,92790600,188.408715,,,,
22/09/2015,193.880005,194.460007,192.559998,193.910004,153890900,188.7104,,,,
21/09/2015,196.440002,197.679993,195.210007,196.460007,105726200,191.192026,,,,
18/09/2015,195.710007,198.679993,194.960007,195.449997,223657500,190.209099,,,,
17/09/2015,200.020004,202.889999,199.279999,199.729996,276046600,193.369028,,,,
16/09/2015,198.820007,200.410004,198.410004,200.179993,99581600,193.804693,,,,
15/09/2015,196.610001,198.990005,195.960007,198.460007,113806200,192.139485,,,,
14/09/2015,196.949997,197.009995,195.429993,196.009995,79452000,189.767501,,,,
11/09/2015,195.380005,196.820007,194.529999,196.740005,119691200,190.474262,,,,
10/09/2015,194.559998,197.220001,194.25,195.850006,158611100,189.612608,,,,
09/09/2015,199.320007,199.470001,194.350006,194.789993,149347700,188.586354,,,,
08/09/2015,195.940002,197.610001,195.169998,197.429993,116025700,191.142275,,,,
04/09/2015,192.850006,193.860001,191.610001,192.589996,207081000,186.456422,,,,
03/09/2015,196.259995,198.050003,194.960007,195.550003,152087800,189.322159,,,,
02/09/2015,194.619995,195.460007,192.419998,195.410004,160269300,189.186618,,,,
01/09/2015,193.119995,194.770004,190.729996,191.770004,256000400,185.662545,,,,
31/08/2015,198.110001,199.130005,197.009995,197.669998,163298800,191.374637,,,,
28/08/2015,198.5,199.839996,197.919998,199.279999,160414400,192.933362,,,,
27/08/2015,197.020004,199.419998,195.210007,199.270004,274143900,192.923686,,,,
26/08/2015,192.080002,194.789993,188.369995,194.460007,339257000,188.266877,,,,
25/08/2015,195.429993,195.449997,186.919998,187.270004,369833100,181.30586,,,,
24/08/2015,187.490005,197.479996,182.399994,189.5,507244300,183.464835,,,,
21/08/2015,201.729996,203.940002,197.520004,197.830002,346588500,191.529545,,,,
20/08/2015,206.509995,208.289993,203.899994,203.970001,194327900,197.473998,,,,
19/08/2015,209.089996,210.009995,207.350006,208.320007,172946000,201.685466,,,,
18/08/2015,210.259995,210.679993,209.699997,209.979996,71692700,203.292588,,,,
17/08/2015,208.710007,210.589996,208.160004,210.589996,79072600,203.883161,,,,
14/08/2015,208.429993,209.509995,208.259995,209.419998,72786500,202.750425,,,,
13/08/2015,208.729996,209.550003,208.009995,208.660004,89383300,202.014634,,,,
12/08/2015,207.110001,209.139999,205.360001,208.919998,172123700,202.266349,,,,
11/08/2015,208.970001,209.470001,207.759995,208.669998,126081400,202.024311,,,,
10/08/2015,209.279999,210.669998,209.279999,210.570007,80270700,203.863809,,,,
07/08/2015,208.160004,208.339996,206.869995,207.949997,117858000,201.32724,,,,
06/08/2015,210.289993,210.419998,207.649994,208.350006,116030800,201.71451,,,,
05/08/2015,210.449997,211.309998,209.729996,210.070007,85786800,203.379732,,,,
04/08/2015,209.699997,210.25,208.800003,209.380005,81820800,202.711705,,,,
03/08/2015,210.460007,210.529999,208.649994,209.789993,113965700,203.108636,,,,
31/07/2015,211.419998,211.449997,210.160004,210.5,103266900,203.796031,,,,
30/07/2015,210.160004,211.020004,209.419998,210.820007,91304400,204.105847,,,,
29/07/2015,209.479996,211.039993,209.309998,210.770004,105791300,204.057436,,,,
28/07/2015,207.789993,209.5,206.800003,209.330002,123544800,202.663295,,,,
27/07/2015,206.940002,207.550003,206.259995,206.789993,132361100,200.20418,,,,
24/07/2015,210.300003,210.369995,207.600006,208,117755000,201.37565,,,,
23/07/2015,211.529999,211.649994,209.75,210.179993,90509100,203.486215,,,,
22/07/2015,210.929993,211.770004,210.889999,211.369995,88667900,204.638318,,,,
21/07/2015,212.429993,212.740005,211.389999,211.75,77965000,205.006221,,,,
20/07/2015,212.75,213.179993,212.210007,212.589996,70446800,205.819465,,,,
17/07/2015,212.289993,212.550003,211.800003,212.479996,89030000,205.712968,,,,
16/07/2015,211.869995,212.300003,211.580002,212.300003,106683300,205.538708,,,,
15/07/2015,210.729996,211.279999,210.039993,210.610001,97914100,203.902528,,,,
14/07/2015,209.720001,211.050003,209.649994,210.679993,81709600,203.970291,,,,
13/07/2015,208.990005,209.899994,208.940002,209.770004,106069400,203.089284,,,,
10/07/2015,207.289993,207.979996,204.949997,207.479996,129456900,200.872207,,,,
